cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_u,msig_u,ap_m_g,msig_g,ap_m_r,msig_r,ap_m_i,msig_i,ap_m_z,msig_z
2,51.650352,76.911139,5.3483700000E+01,-2.7259400000E+01,210269,SWIRE3_J033359.86-271522.1,53.49942,-27.25615,2.10E-02,1.78E-02,24,28.53,0.86,27.03,0.84,0.78,CA0,0,25.94,1.05,21.41,0.91,0.19,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,54.559009,-165.462546,5.3483700000E+01,-2.7259400000E+01,209324,SWIRE3_J033355.06-271626.6,53.47942,-27.27407,1.97E-02,2.24E-02,24,32.01,0.91,33.88,0.93,0.07,CA0,0,21.87,0.82,20.49,0.96,0.20,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,55.273780,-129.231630,5.3483700000E+01,-2.7259400000E+01,209598,SWIRE3_J033352.87-271608.7,53.47032,-27.26911,2.58E-02,2.69E-02,24,15.95,0.64,13.12,0.55,0.91,CA0,0,11.32,0.52,8.69,0.40,0.51,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,56.651455,-81.120966,5.3483700000E+01,-2.7259400000E+01,210233,SWIRE3_J033351.89-271525.0,53.46621,-27.25697,1.32E-02,1.29E-02,24,86.50,1.01,85.62,0.94,0.95,CA3,0,61.76,0.98,67.53,1.24,0.69,CA2,0,38.10,3.75,22.30,2.74,0.47,CA0,0,33.95,3.78,29.47,3.59,0.35,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,57.732757,46.202065,5.3483700000E+01,-2.7259400000E+01,210665,SWIRE3_J033359.21-271453.8,53.49672,-27.24830,3.09E-02,2.64E-02,24,13.11,0.71,18.61,1.02,0.04,CA0,0,11.55,0.97,12.46,1.18,0.45,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,58.262782,131.437393,5.3483700000E+01,-2.7259400000E+01,209526,SWIRE3_J033359.36-271612.3,53.49735,-27.27011,2.44E-02,1.68E-02,24,43.44,1.02,46.53,1.11,0.90,CA0,0,25.48,0.74,27.09,0.99,0.60,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,59.112078,0.093070,5.3483700000E+01,-2.7259400000E+01,210921,SWIRE3_J033356.09-271434.7,53.48373,-27.24298,1.68E-02,1.49E-02,24,54.97,1.12,53.41,1.03,0.74,CA0,0,33.32,1.12,37.80,1.40,0.58,CA0,0,54.48,5.56,51.29,6.04,0.19,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,59.661898,-43.960336,5.3483700000E+01,-2.7259400000E+01,210710,SWIRE3_J033352.98-271450.8,53.47076,-27.24747,1.68E-02,1.87E-02,24,48.28,0.94,48.31,0.92,0.43,CA0,0,33.99,0.87,33.34,0.88,0.50,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,61.285931,-84.746633,5.3483700000E+01,-2.7259400000E+01,210195,SWIRE3_J033351.51-271528.2,53.46463,-27.25784,2.87E-02,3.01E-02,24,16.24,0.52,16.66,0.61,0.82,CA1,0,11.14,0.70,10.75,0.85,0.41,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,61.330742,161.758081,5.3483700000E+01,-2.7259400000E+01,209237,SWIRE3_J033357.52-271632.0,53.48970,-27.27558,2.73E-02,2.92E-02,24,12.59,0.67,15.92,0.88,0.59,CA3,0,13.26,0.76,12.58,0.87,0.51,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,61.931296,96.714117,5.3483700000E+01,-2.7259400000E+01,210025,SWIRE3_J033400.70-271541.0,53.50292,-27.26141,6.66E-03,7.02E-03,24,136.13,1.64,122.53,1.37,0.98,CA0,0,208.99,2.22,189.76,1.90,0.98,CA0,0,299.20,6.94,280.36,6.22,0.82,CA0,0,411.38,6.27,391.07,7.16,0.86,CA0,0,1203.09,21.52,1117.88,29.29,0.89,CA0,0,null,null,null,null,null,null,null,null,null,null
2,63.038774,36.371293,5.3483700000E+01,-2.7259400000E+01,210820,SWIRE3_J033358.89-271443.0,53.49538,-27.24530,2.04E-02,2.16E-02,24,21.16,0.79,22.00,0.89,0.84,CA2,0,22.62,1.02,19.43,1.12,0.85,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,63.671220,-135.204189,5.3483700000E+01,-2.7259400000E+01,209434,SWIRE3_J033352.72-271619.0,53.46968,-27.27195,2.03E-02,2.45E-02,24,25.07,0.80,24.43,0.84,0.93,CA0,0,16.87,0.60,13.17,0.47,0.60,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,64.762607,52.669632,5.3483700000E+01,-2.7259400000E+01,210652,SWIRE3_J033359.94-271454.5,53.49979,-27.24849,2.19E-02,2.42E-02,24,21.26,0.78,19.38,0.69,0.91,CA0,0,16.37,0.95,13.61,0.94,0.61,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,64.982286,-175.707768,5.3483700000E+01,-2.7259400000E+01,209152,SWIRE3_J033355.72-271638.6,53.48218,-27.27740,1.38E-02,1.48E-02,24,60.03,1.15,59.43,1.10,0.88,CA0,0,41.46,1.06,41.26,1.20,0.46,CA0,0,null,null,null,null,null,null,null,53.35,4.54,44.54,4.34,0.23,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,65.456477,162.181299,5.3483700000E+01,-2.7259400000E+01,209186,SWIRE3_J033357.59-271636.1,53.48996,-27.27671,2.08E-02,2.29E-02,24,25.94,0.83,23.56,0.92,0.92,CA2,0,19.19,0.87,17.16,1.01,0.75,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,69.379922,133.683756,5.3483700000E+01,-2.7259400000E+01,209388,SWIRE3_J033359.85-271621.7,53.49938,-27.27271,1.74E-02,2.13E-02,24,33.16,0.91,29.17,0.79,0.95,CA0,0,18.22,0.71,15.61,0.65,0.62,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,69.434611,16.111274,5.3483700000E+01,-2.7259400000E+01,211023,SWIRE3_J033357.53-271427.1,53.48972,-27.24087,2.76E-02,2.10E-02,24,16.77,0.73,17.64,0.82,0.86,CA0,0,17.85,0.97,14.45,0.83,0.67,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,69.702010,-126.589598,5.3483700000E+01,-2.7259400000E+01,209486,SWIRE3_J033351.89-271615.3,53.46621,-27.27094,1.21E-02,1.50E-02,24,110.59,1.25,133.17,1.32,0.33,CA3,1,76.25,0.80,89.35,0.93,0.61,CA3,0,51.94,3.96,64.58,5.65,0.02,CA0,0,31.69,2.63,15.96,1.85,0.35,CA2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,69.971985,-155.668862,5.3483700000E+01,-2.7259400000E+01,209167,SWIRE3_J033353.92-271637.5,53.47469,-27.27711,9.36E-03,1.06E-02,24,109.72,1.49,99.13,1.24,0.98,CA0,0,72.98,1.32,64.59,1.17,0.98,CA0,0,null,null,null,null,null,null,null,45.58,4.65,30.57,3.50,0.48,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,71.014511,-100.638474,5.3483700000E+01,-2.7259400000E+01,209941,SWIRE3_J033350.85-271546.9,53.46189,-27.26304,2.92E-02,3.64E-02,24,7.82,0.43,7.70,0.49,0.53,CA0,0,10.35,0.58,10.72,0.69,0.45,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-99.00,-99.00,-99.00,-99.00,-9.00,null,-99,null,null,null,null,null,null,null,null,null,null
2,71.074722,101.427650,5.3483700000E+01,-2.7259400000E+01,209913,SWIRE3_J033401.31-271547.9,53.50547,-27.26331,1.78E-02,1.80E-02,24,34.56,0.93,32.91,0.94,0.72,CA0,0,28.57,1.07,28.47,1.35,0.56,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,71.230980,-8.866143,5.3483700000E+01,-2.7259400000E+01,211080,SWIRE3_J033355.26-271423.4,53.48027,-27.23985,1.47E-02,1.59E-02,24,54.45,1.10,54.27,1.05,0.73,CA2,0,37.59,1.18,35.96,1.31,0.84,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,71.940559,-105.533660,5.3483700000E+01,-2.7259400000E+01,209837,SWIRE3_J033350.88-271553.0,53.46204,-27.26475,3.54E-02,4.25E-02,24,13.74,0.49,15.67,0.66,0.12,CA0,0,9.45,0.54,15.20,0.92,0.07,CA0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
