cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r
4,56.587854,28.072626,8.9283,-43.0484,109069,SWIRE3_J003545.22-430204.3,8.93842,-43.03453,0.0208,0.0214,13,25.19,0.67,22.07,0.73,0.96,CA0,0,21.38,0.88,24.18,1.3,0.72,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.356,0.038,23.643,0.038,23.109,0.023,24.128,23.264,22.716,0.53,0.26,0.25
4,57.693128,-54.049219,8.9283,-43.0484,110172,SWIRE3_J003538.53-430220.3,8.91055,-43.03899,0.0177,0.0165,13,48.34,1.04,47.34,1.09,0.96,CA0,0,30.6,1.04,31.5,1.22,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,24.587,0.088,23.222,0.023,-99.0,24.276,22.881,99.99,0.43,0.64
4,58.686321,-97.834497,8.9283,-43.0484,110628,SWIRE3_J003537.48-430302.2,8.9062,-43.05062,0.021,0.0241,13,30.6,0.75,34.0,0.89,0.02,CA0,0,32.2,0.96,31.53,1.05,0.17,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.195,0.069,-99.0,-99.0,23.925,0.044,25.174,-99.0,23.113,0.45,99.99,0.01
4,58.774261,111.418237,8.9283,-43.0484,109276,SWIRE3_J003547.78-430315.6,8.9491,-43.05436,0.0121,0.0131,13,88.21,1.03,86.73,0.99,0.93,CA0,0,72.06,0.96,70.59,1.04,0.56,CA0,0,47.33,3.98,35.22,3.77,0.41,CA0,0.0,,,,,,,,,,,,,,,23.606,0.015,22.064,0.01,20.821,0.003,23.275,21.757,20.472,0.51,0.72,0.7
4,59.083794,65.7217,8.9283,-43.0484,108917,SWIRE3_J003547.70-430229.9,8.94877,-43.04165,0.0144,0.0171,13,54.33,0.89,51.15,0.87,0.95,CA3,0,36.32,0.99,33.76,1.14,0.85,CA1,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.532,0.033,-99.0,-99.0,23.09,99.99,99.99,0.26
4,59.838553,-158.36004,8.9283,-43.0484,110499,SWIRE3_J003540.77-430349.8,8.91991,-43.06385,0.028,0.0329,13,12.37,0.43,17.32,0.73,0.21,CA0,0,14.77,0.77,12.86,0.82,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,61.714344,160.506842,8.9283,-43.0484,109983,SWIRE3_J003544.67-430352.4,8.93613,-43.06456,0.0244,0.0249,13,23.09,0.72,23.47,0.93,0.53,CA0,0,17.07,0.71,14.6,0.82,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.766,0.044,-99.0,-99.0,23.639,99.99,99.99,0.05
4,61.715237,8.83,8.9283,-43.0484,109235,SWIRE3_J003543.65-430153.2,8.9319,-43.03146,0.0225,0.0219,13,24.31,0.67,22.7,0.76,0.92,CA0,0,20.28,0.86,15.66,0.71,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,61.840423,69.670619,8.9283,-43.0484,108884,SWIRE3_J003548.08-430232.7,8.95034,-43.04243,0.0166,0.0163,13,40.68,0.81,40.13,0.83,0.27,CA3,0,48.59,1.07,52.97,1.33,0.59,CA0,0,41.28,3.88,43.42,4.25,0.43,CA0,0.0,43.76,4.4,24.47,3.86,0.35,CA0,0.0,,,,,,,,24.084,0.028,23.413,0.029,22.951,0.019,23.728,22.916,22.362,0.0,0.01,0.01
4,62.526987,43.643167,8.9283,-43.0484,108896,SWIRE3_J003546.72-430208.9,8.9447,-43.03583,0.0194,0.0186,13,32.65,0.74,29.49,0.74,0.82,CA0,0,28.25,0.93,23.99,0.95,0.86,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.421,0.095,-99.0,-99.0,23.934,0.049,25.46,-99.0,23.64,0.47,99.99,0.18
4,62.771949,136.658079,8.9283,-43.0484,109599,SWIRE3_J003546.72-430339.8,8.94468,-43.06108,0.00763,0.00558,13,477.93,2.55,689.13,2.67,0.03,EK2,2,360.22,1.92,519.67,2.31,0.03,CA2,2,299.43,5.96,453.51,10.01,0.01,CA0,0.0,1483.69,6.0,2211.91,9.01,0.03,EK0,2.0,2746.99,33.76,2566.74,44.51,0.11,CA0,0.0,20.187,0.001,19.057,0.001,18.456,0.001,18.829,17.825,17.304,0.03,0.03,0.03
4,63.253583,-64.342063,8.9283,-43.0484,110334,SWIRE3_J003537.59-430226.8,8.90663,-43.04079,0.0248,0.0186,13,20.78,0.63,16.7,0.61,0.92,CA0,0,15.1,1.04,11.83,0.83,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,65.556722,-105.879223,8.9283,-43.0484,110781,SWIRE3_J003537.03-430312.1,8.90433,-43.05338,0.0294,0.0208,13,18.27,0.75,15.95,0.75,0.68,CA0,0,10.21,0.88,8.04,0.85,0.44,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.994,0.058,-99.0,-99.0,23.691,0.036,24.721,-99.0,23.427,0.29,99.99,0.64
4,66.026321,3.313086,8.9283,-43.0484,109275,SWIRE3_J003543.14-430148.3,8.92975,-43.03009,0.0252,0.0219,13,18.83,0.62,15.71,0.57,0.75,CA0,0,18.99,0.86,15.07,0.71,0.7,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66.204786,86.579414,8.9283,-43.0484,108914,SWIRE3_J003548.82-430250.2,8.95342,-43.0473,0.0138,0.0136,13,57.6,0.79,51.55,0.74,0.97,CA0,0,51.84,0.86,47.18,0.86,0.88,CA0,0,40.62,3.68,55.5,4.16,0.47,CA0,0.0,45.14,3.36,32.9,3.48,0.35,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,-99.0,-99.0,-99.0,-99.0,24.174,0.061,-99.0,-99.0,24.083,99.99,99.99,0.55
4,66.496911,-94.168765,8.9283,-43.0484,110721,SWIRE3_J003536.74-430259.0,8.90309,-43.04974,0.0183,0.0229,13,22.69,0.72,23.02,0.83,0.81,CA0,0,31.45,0.96,30.78,1.19,0.89,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.732,0.02,23.093,0.021,22.594,0.013,23.634,22.968,22.516,0.95,0.94,0.96
4,66.870268,97.86798,8.9283,-43.0484,109006,SWIRE3_J003548.83-430303.3,8.95348,-43.05094,0.0287,0.0247,13,24.2,0.62,26.47,0.79,0.79,CA0,0,18.72,0.67,16.04,0.65,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,68.61075,-17.961354,8.9283,-43.0484,109594,SWIRE3_J003540.86-430148.9,8.92026,-43.03027,0.0206,0.0197,13,29.83,0.72,29.2,0.89,0.19,CA0,0,34.33,0.97,37.56,1.27,0.41,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.96,0.026,23.651,0.033,23.148,0.022,23.326,23.054,22.613,0.0,0.0,0.0
4,68.675986,24.205176,8.9283,-43.0484,108956,SWIRE3_J003545.36-430151.5,8.939,-43.031,0.0251,0.0192,13,19.26,0.62,17.19,0.61,0.39,CA0,0,18.92,0.86,15.95,0.89,0.71,CA0,0,,,,,,,,43.64,4.39,26.26,3.37,0.4,CA0,0.0,,,,,,,,22.767,0.009,21.711,0.007,21.236,0.005,22.512,21.438,20.984,0.54,0.52,0.91
4,69.176487,-178.605757,8.9283,-43.0484,110340,SWIRE3_J003542.63-430403.3,8.92766,-43.06761,0.0296,0.0242,13,16.2,0.6,18.36,0.77,0.33,CA0,0,21.41,0.87,29.3,1.35,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.415,0.084,-99.0,-99.0,24.301,0.062,25.898,-99.0,23.917,0.35,99.99,0.47
4,70.026936,132.941514,8.9283,-43.0484,109508,SWIRE3_J003547.46-430341.9,8.94779,-43.06165,0.0168,0.0208,13,45.55,0.85,47.73,0.97,0.49,CA3,0,39.85,0.96,62.66,1.69,0.48,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70.807975,-146.549415,8.9283,-43.0484,110778,SWIRE3_J003539.23-430353.3,8.91346,-43.06481,0.0289,0.0326,13,16.02,0.59,14.59,0.59,0.31,CA0,0,9.96,0.76,10.53,0.97,0.3,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.287,0.033,23.6,0.033,22.812,0.016,23.768,23.099,22.284,0.0,0.0,0.01
4,70.965463,-126.813435,8.9283,-43.0484,110865,SWIRE3_J003537.60-430336.7,8.9067,-43.06021,0.0219,0.0199,13,24.7,0.74,21.93,0.7,0.83,CA3,0,21.19,0.97,19.55,1.08,0.84,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.720473,-2.07688,9.3423,-43.5076,68274,SWIRE3_J003722.14-433026.6,9.34229,-43.5074,0.0159,0.0124,12,75.09,0.93,96.5,1.1,0.03,CA3,0,75.96,1.38,130.41,2.42,0.01,CA2,0,90.82,4.2,104.76,4.77,0.01,CA0,0.0,65.09,4.76,48.14,4.65,0.38,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,24.056,0.028,23.473,0.034,23.058,0.027,23.599,22.949,22.532,0.0,0.0,0.0
6,4.038682,-22.022954,9.3423,-43.5076,68266,SWIRE3_J003722.01-433023.6,9.34172,-43.50656,0.0207,0.0199,12,30.05,0.64,31.3,0.73,0.23,CA3,0,29.73,0.97,36.9,1.29,0.83,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.339357,-79.861457,9.3423,-43.5076,68363,SWIRE3_J003721.57-433026.2,9.33991,-43.50729,0.0297,0.0321,12,18.27,0.54,22.84,0.82,0.62,CA3,0,16.32,0.89,23.67,1.51,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.745693,146.680179,9.3423,-43.5076,68270,SWIRE3_J003722.59-433034.6,9.34414,-43.50963,0.0269,0.0251,12,17.85,0.54,16.33,0.59,0.85,CA0,0,22.2,0.94,18.87,0.93,0.16,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.042683,-173.892388,9.3423,-43.5076,68392,SWIRE3_J003722.04-433038.3,9.34185,-43.51065,0.0288,0.0292,12,15.77,0.52,14.75,0.62,0.84,CA0,0,15.52,0.86,15.07,1.1,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14.075899,-40.346761,9.3423,-43.5076,68321,SWIRE3_J003721.31-433016.6,9.33881,-43.50462,0.0421,0.0276,12,16.73,0.53,20.67,0.73,0.2,CA0,0,10.47,0.81,8.41,0.86,0.18,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.819,0.022,23.106,0.025,22.252,0.013,23.167,22.487,21.689,0.0,0.01,0.01
6,14.244779,-92.609181,9.3423,-43.5076,68471,SWIRE3_J003720.84-433028.0,9.33685,-43.50778,0.0374,0.0338,12,14.25,0.51,13.32,0.64,0.81,CA0,0,11.37,0.85,12.98,1.26,0.09,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.08,0.011,22.49,0.014,21.756,0.008,22.865,22.221,21.481,0.89,0.94,0.8
6,17.98823,-150.526023,9.3423,-43.5076,68513,SWIRE3_J003721.33-433043.0,9.33891,-43.51195,0.0108,0.0118,12,103.09,1.03,92.71,0.93,0.98,CA2,0,62.79,1.19,61.76,1.4,0.81,CA0,0,37.49,3.76,26.35,3.23,0.35,CA0,0.0,,,,,,,,,,,,,,,18.529,0.001,17.898,0.001,17.514,0.0,18.385,17.75,17.365,0.99,0.99,0.99
6,19.623818,5.038393,9.3423,-43.5076,68091,SWIRE3_J003722.31-433007.8,9.34296,-43.50217,0.0262,0.0236,12,18.29,0.54,15.74,0.6,0.88,CA0,0,22.26,0.92,19.75,0.88,0.08,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21.160354,-131.180145,9.3423,-43.5076,68582,SWIRE3_J003720.68-433041.2,9.3362,-43.51147,0.0206,0.0233,12,35.35,0.67,37.29,0.8,0.61,CA0,0,24.03,0.92,22.4,1.1,0.26,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25.404867,-114.981735,9.3423,-43.5076,68645,SWIRE3_J003720.03-433038.0,9.33348,-43.51058,0.0311,0.025,12,13.74,0.5,17.19,0.8,0.41,CA0,0,19.7,0.9,18.23,0.98,0.16,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27.013217,-54.38467,9.3423,-43.5076,68455,SWIRE3_J003720.13-433011.6,9.33389,-43.50323,0.0279,0.0229,12,25.2,0.6,25.2,0.74,0.2,CA0,0,21.39,0.75,20.84,0.95,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27.849138,-100.129085,9.3423,-43.5076,68662,SWIRE3_J003719.63-433032.2,9.3318,-43.50896,0.0355,0.0325,12,9.3,0.46,8.64,0.54,0.63,CA0,0,8.45,0.82,7.67,0.88,0.17,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29.19553,161.707583,9.3423,-43.5076,68379,SWIRE3_J003722.99-433055.0,9.34581,-43.5153,0.0285,0.0265,12,29.28,0.65,39.47,0.81,0.2,CA0,0,19.68,0.89,19.07,1.25,0.52,CA2,0,,,,,,,,,,,,,,,,,,,,,,23.094,0.01,21.564,0.007,20.668,0.003,22.987,21.472,20.562,0.97,0.98,0.98
6,31.238437,58.223516,9.3423,-43.5076,67829,SWIRE3_J003724.59-433010.9,9.35247,-43.50303,0.0248,0.0229,12,22.45,0.66,20.86,0.66,0.33,CA0,0,19.49,1.09,16.39,1.23,0.18,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31.48395,46.3224,9.3423,-43.5076,67839,SWIRE3_J003724.24-433005.6,9.35102,-43.50156,0.0261,0.0264,12,18.19,0.61,18.03,0.74,0.17,CA0,0,14.54,1.1,13.0,1.26,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.224,0.073,-99.0,-99.0,24.259,0.081,25.154,-99.0,24.191,0.43,99.99,0.44
6,32.602704,-120.676968,9.3423,-43.5076,68755,SWIRE3_J003719.57-433043.9,9.33156,-43.51222,0.0226,0.021,12,32.46,0.65,34.0,0.76,0.95,CA3,0,24.42,0.92,25.64,1.28,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.201,0.077,-99.0,-99.0,24.129,99.99,99.99,0.47
6,33.458579,-25.768009,9.3423,-43.5076,68229,SWIRE3_J003720.81-432957.2,9.33673,-43.49923,0.0199,0.0211,12,24.3,0.59,22.41,0.63,0.85,CA0,0,24.33,0.84,23.5,0.87,0.3,CA0,0,46.59,4.02,43.28,4.14,0.16,CA0,0.0,70.8,4.02,50.54,4.03,0.13,CA0,0.0,,,,,,,,22.48,0.007,21.921,0.009,21.767,0.009,22.382,21.822,21.66,0.98,0.97,0.97
6,34.853564,129.440531,9.3423,-43.5076,68083,SWIRE3_J003724.62-433049.5,9.35261,-43.51375,0.0154,0.0146,12,80.13,0.94,94.67,1.1,0.33,CA0,0,56.67,1.27,62.31,1.58,0.07,CA0,0,48.48,4.12,37.74,4.4,0.44,CA0,0.0,,,,,,,,,,,,,,,21.924,0.004,20.418,0.003,19.741,0.002,21.284,19.816,19.169,0.12,0.67,0.65
6,35.82248,-140.974274,9.3423,-43.5076,68774,SWIRE3_J003720.07-433055.1,9.33366,-43.51533,0.0218,0.0227,12,28.02,0.62,31.11,0.84,0.3,CA0,0,29.41,0.96,28.04,1.24,0.27,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35.874181,-110.382732,9.3423,-43.5076,68806,SWIRE3_J003719.06-433039.8,9.32942,-43.51107,0.0191,0.0172,12,51.9,0.78,56.67,0.92,0.83,CA0,0,34.54,1.01,33.03,1.38,0.03,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.954,0.023,23.048,0.023,22.081,0.011,23.625,22.783,21.76,0.73,0.91,0.93
6,36.776463,-101.352093,9.3423,-43.5076,68798,SWIRE3_J003718.83-433034.5,9.32849,-43.50961,0.0486,0.0281,12,8.38,0.46,8.51,0.62,0.13,CA1,0,8.76,0.81,7.78,0.94,0.07,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.003,0.022,22.852,0.019,22.137,0.011,23.84,22.618,21.866,0.29,0.34,0.34
6,37.047361,-41.983743,9.3423,-43.5076,68401,SWIRE3_J003719.87-432959.8,9.33281,-43.49995,0.0251,0.0237,12,28.9,0.62,28.8,0.69,0.22,CA0,0,18.64,0.71,15.35,0.86,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.386,0.036,-99.0,-99.0,22.724,99.99,99.99,0.0
6,38.45912,74.309609,9.3423,-43.5076,67743,SWIRE3_J003725.55-433016.9,9.35648,-43.50471,0.0251,0.026,12,18.57,0.62,16.47,0.65,0.78,CA0,0,14.78,0.95,14.95,1.23,0.29,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.518,0.015,22.335,0.013,21.651,0.008,23.244,22.127,21.432,0.06,0.32,0.85
6,39.16431,-151.057233,9.3423,-43.5076,68777,SWIRE3_J003720.40-433101.6,9.33504,-43.51712,0.0149,0.0148,12,78.39,0.94,88.73,1.08,0.83,CA0,0,54.7,1.15,59.83,1.43,0.41,CA0,0,,,,,,,,51.52,4.53,30.41,3.92,0.45,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.237,0.032,-99.0,-99.0,23.13,99.99,99.99,0.68
6,39.361777,-161.356766,9.3423,-43.5076,68714,SWIRE3_J003720.99-433104.6,9.33748,-43.51796,0.03,0.0301,12,17.97,0.54,19.22,0.75,0.43,CA0,0,12.73,0.85,10.9,0.82,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.175,0.065,23.865,0.053,22.451,0.016,25.049,23.677,22.224,0.45,0.44,0.72
6,41.399007,-17.625198,9.3423,-43.5076,68134,SWIRE3_J003721.00-432947.9,9.3375,-43.49664,0.0117,0.0271,12,75.68,0.95,154.96,1.38,0.02,CA0,2,48.9,1.07,96.97,1.87,0.0,CA0,2,54.85,3.94,84.75,6.45,0.03,CA2,0.0,85.58,4.54,126.57,7.26,0.03,CA2,0.0,,,,,,,,20.627,0.002,19.969,0.002,19.505,0.001,18.759,18.197,17.787,0.03,0.03,0.03
6,44.016607,162.643475,9.3423,-43.5076,68442,SWIRE3_J003723.35-433109.3,9.34733,-43.51927,0.0226,0.0236,12,23.97,0.64,19.96,0.6,0.85,CA0,0,19.45,0.9,21.76,1.31,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.272,0.085,24.822,0.119,23.747,0.051,25.217,24.77,23.544,0.45,0.37,0.67
6,44.533706,83.041205,9.3423,-43.5076,67684,SWIRE3_J003726.21-433021.9,9.35923,-43.5061,0.0252,0.0239,12,22.83,0.66,21.59,0.7,0.92,CA2,0,15.8,0.95,12.07,0.86,0.04,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.798,0.053,-99.0,-99.0,23.651,99.99,99.99,0.58
6,44.610007,-34.11195,9.3423,-43.5076,68330,SWIRE3_J003719.85-432950.4,9.33272,-43.49734,0.0197,0.0178,12,50.69,0.77,54.13,0.9,0.81,CA3,0,35.97,0.83,35.05,0.97,0.07,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.667,0.047,-99.0,-99.0,23.301,99.99,99.99,0.58
6,45.629255,-81.430313,9.3423,-43.5076,68808,SWIRE3_J003718.00-433020.5,9.32502,-43.50571,0.0102,0.0103,12,129.63,1.18,119.53,1.07,0.97,CA0,0,84.53,1.08,77.93,1.08,0.65,CA0,0,52.38,3.93,34.84,3.32,0.43,CA0,0.0,,,,,,,,,,,,,,,22.268,0.005,20.735,0.003,19.768,0.002,22.14,20.543,19.61,0.98,0.98,0.98
6,47.07772,-108.093176,9.3423,-43.5076,68962,SWIRE3_J003718.03-433041.9,9.32516,-43.51166,0.0151,0.0174,12,88.51,0.99,119.14,1.29,0.14,CA0,1,64.52,1.22,87.04,1.89,0.01,CA0,0,40.78,3.74,46.01,4.43,0.35,CA0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.745,0.052,-99.0,-99.0,23.132,99.99,99.99,0.06
6,47.133268,-40.743836,9.3423,-43.5076,68416,SWIRE3_J003719.32-432951.6,9.33052,-43.49768,0.0168,0.0189,12,44.37,0.73,44.05,0.78,0.86,CA3,0,35.33,0.84,36.48,0.99,0.12,CA0,0,,,,,,,,33.12,3.64,20.22,2.99,0.35,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.141,0.073,-99.0,-99.0,23.918,99.99,99.99,0.44
6,47.447087,-152.68629,9.3423,-43.5076,68869,SWIRE3_J003720.15-433109.5,9.33396,-43.51931,0.0226,0.0204,12,30.93,0.65,30.94,0.73,0.83,CA3,0,24.3,0.96,27.2,1.31,0.39,CA0,0,32.16,3.7,18.85,3.44,0.35,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,48.451658,108.683293,9.3423,-43.5076,67822,SWIRE3_J003726.37-433042.8,9.35988,-43.51191,0.0196,0.0266,12,26.51,0.76,32.55,1.05,0.01,CA3,0,30.4,1.21,47.68,2.05,0.0,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,54.817609,-120.077723,9.3423,-43.5076,69099,SWIRE3_J003717.79-433054.8,9.32413,-43.51523,0.032,0.027,12,16.39,0.52,15.59,0.62,0.86,CA3,0,12.96,0.87,15.87,1.35,0.01,CA3,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.385,0.089,-99.0,-99.0,24.291,99.99,99.99,0.36
6,55.308697,-18.61478,9.3423,-43.5076,68094,SWIRE3_J003720.52-432934.9,9.33554,-43.49304,0.0236,0.0229,12,25.61,0.6,22.95,0.57,0.95,CA0,0,16.82,0.87,14.99,0.96,0.68,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,23.993,0.059,22.867,0.023,-99.0,23.738,22.52,99.99,0.42,0.87
6,56.04681,-175.96721,9.3423,-43.5076,68742,SWIRE3_J003721.78-433123.2,9.34079,-43.52313,0.0268,0.0288,12,19.66,0.64,25.47,0.95,0.66,CA3,0,11.39,0.83,10.74,1.05,0.01,CA3,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.063,0.068,-99.0,-99.0,24.028,99.99,99.99,0.16
6,56.116486,-123.182617,9.3423,-43.5076,69117,SWIRE3_J003717.83-433058.0,9.32431,-43.51613,0.0278,0.0341,12,12.62,0.49,14.09,0.57,0.24,CA2,0,18.47,0.91,24.15,1.51,0.0,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,56.273564,153.674611,9.3423,-43.5076,68351,SWIRE3_J003724.44-433117.7,9.35186,-43.52161,0.0353,0.035,12,8.33,0.52,7.06,0.57,0.57,CA0,0,10.73,0.82,8.39,0.82,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,56.598984,-144.696329,9.3423,-43.5076,69050,SWIRE3_J003719.14-433113.5,9.32977,-43.52043,0.0313,0.0303,12,13.97,0.5,13.32,0.54,0.49,CA0,0,12.86,0.83,12.39,1.03,0.16,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.69,0.1,-99.0,-99.0,24.711,99.99,99.99,0.35
6,56.838313,-48.416988,9.3423,-43.5076,68539,SWIRE3_J003718.24-432949.6,9.32602,-43.49712,0.0149,0.0149,12,66.33,0.91,74.42,0.99,0.03,CA0,0,66.08,1.01,82.67,1.37,0.01,CA0,0,62.44,4.05,48.8,4.72,0.02,CA0,0.0,68.45,3.81,72.16,5.34,0.42,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,24.201,0.03,23.474,0.034,22.729,0.019,23.785,22.93,22.222,0.0,0.03,0.09
6,58.248571,-159.649746,9.3423,-43.5076,68949,SWIRE3_J003720.28-433121.9,9.33454,-43.52277,0.0302,0.0256,12,27.13,0.65,31.85,0.87,0.21,CA0,0,14.5,0.85,16.19,1.23,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.041,0.012,22.499,0.014,21.867,0.009,22.731,22.141,21.476,0.02,0.16,0.11
6,59.19307,86.590846,9.3423,-43.5076,67523,SWIRE3_J003727.58-433023.8,9.36493,-43.50662,0.0278,0.0257,12,19.25,0.52,16.51,0.5,0.89,CA0,0,13.95,0.85,12.15,0.95,0.44,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.17,0.074,24.466,0.085,23.769,0.053,24.977,24.436,23.649,0.52,0.46,0.66
6,59.505088,-178.08947,9.3423,-43.5076,68746,SWIRE3_J003721.96-433126.8,9.34154,-43.52412,0.0233,0.0205,12,30.88,0.74,37.85,0.98,0.53,CA3,0,35.06,1.02,46.0,1.73,0.01,CA2,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.928,0.06,-99.0,-99.0,23.45,99.99,99.99,0.45
6,60.734886,-134.197527,9.3423,-43.5076,69169,SWIRE3_J003718.14-433109.6,9.32562,-43.51936,0.0185,0.0174,12,43.77,0.72,37.92,0.67,0.98,CA0,0,27.14,0.95,24.78,0.93,0.17,CA0,0,,,,,,,,,,,,,,,,,,,,,,22.446,0.006,21.091,0.004,20.163,0.002,22.321,20.928,20.031,0.98,0.98,0.98
6,60.740145,-59.204196,9.3423,-43.5076,68702,SWIRE3_J003717.35-432956.2,9.32232,-43.49896,0.0352,0.0385,12,7.81,0.44,5.79,0.36,0.57,CA0,0,8.89,0.66,8.17,0.79,0.23,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,61.725588,-13.956132,9.3423,-43.5076,68017,SWIRE3_J003720.78-432927.4,9.3366,-43.49096,0.0232,0.0189,12,24.74,0.59,21.42,0.59,0.84,CA0,0,26.74,1.14,24.97,1.18,0.35,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,61.798468,117.219806,9.3423,-43.5076,67800,SWIRE3_J003727.20-433055.6,9.36335,-43.51545,0.0081,0.00774,12,264.5,2.26,248.93,2.02,0.98,CA0,-1,144.62,2.05,136.15,1.99,0.96,CA0,0,118.63,5.6,104.47,6.45,0.66,CA0,0.0,,,,,,,,,,,,,,,17.355,0.0,16.822,0.0,16.449,0.0,17.201,16.649,16.28,0.99,0.99,0.99
