cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r
6,52.360728,-148.193257,8.2981,-43.4984,251349,SWIRE3_J003309.00-433038.7,8.28753,-43.51076,0.0297,0.0242,23,13.77,0.61,13.75,0.7,0.71,CA0,0,11.9,0.99,10.91,1.07,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.793,0.032,23.116,0.037,22.354,0.02,23.544,22.879,22.002,0.49,0.78,0.95
6,53.057783,168.849791,8.2981,-43.4984,250980,SWIRE3_J003312.48-433046.2,8.30203,-43.51286,0.0255,0.0251,23,16.17,0.6,15.36,0.72,0.87,CA0,0,10.78,0.87,11.03,1.04,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,53.943897,71.000448,8.2981,-43.4984,250059,SWIRE3_J003316.23-432936.6,8.31763,-43.49352,0.0176,0.0169,23,38.37,0.95,34.12,0.97,0.97,CA0,0,31.26,1.18,28.93,1.15,0.71,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.101,0.089,23.931,0.08,23.094,0.042,25.009,23.915,22.884,0.38,0.43,0.64
6,55.010923,-35.699704,8.2981,-43.4984,250844,SWIRE3_J003308.59-432909.5,8.28581,-43.48599,0.0204,0.0136,23,44.03,1.03,48.9,1.19,0.03,CA0,0,37.64,1.25,44.61,1.7,0.07,CA0,0,,,,,,,,76.04,5.71,71.46,5.92,0.46,CA0,0.0,,,,,,,,22.165,0.008,21.16,0.007,20.613,0.005,21.578,20.624,20.088,0.02,0.02,0.03
6,55.598003,-15.393324,8.2981,-43.4984,250584,SWIRE3_J003310.18-432900.6,8.29245,-43.48351,0.0262,0.0255,23,13.84,0.61,11.76,0.59,0.69,CA0,0,14.9,1.02,13.3,1.05,0.65,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.611,0.124,-99.0,-99.0,24.762,99.99,99.99,0.48
6,56.800478,171.88806,8.2981,-43.4984,251031,SWIRE3_J003312.28-433050.4,8.30117,-43.51402,0.0301,0.0283,23,11.87,0.55,10.26,0.59,0.65,CA0,0,10.83,0.82,10.27,0.93,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.695,0.031,22.824,0.031,22.071,0.017,23.465,22.661,21.877,0.77,0.85,0.96
6,57.163722,19.263554,8.2981,-43.4984,250183,SWIRE3_J003313.27-432900.2,8.30532,-43.48341,0.0216,0.0228,23,12.16,0.55,11.61,0.6,0.41,CA0,0,13.02,0.9,11.9,1.03,0.49,CA0,0,,,,,,,,120.62,5.01,108.85,6.46,0.57,CA0,0.0,,,,,,,,,,,,,,,,,,,
6,57.36194,-52.14215,8.2981,-43.4984,251042,SWIRE3_J003307.38-432919.0,8.28076,-43.48862,0.0222,0.0253,23,27.5,0.88,34.32,1.39,0.01,CA0,0,21.7,1.1,22.17,1.64,0.02,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,57.754278,6.492308,8.2981,-43.4984,250301,SWIRE3_J003312.14-432856.8,8.3006,-43.48246,0.0174,0.0192,23,36.5,0.78,31.58,0.72,0.97,CA0,0,23.64,0.99,24.01,1.1,0.81,CA0,0,,,,,,,,,,,,,,,,,,,,,,20.527,0.003,19.751,0.003,19.233,0.002,20.366,19.624,19.104,0.98,0.98,0.98
6,60.229751,-113.018015,8.2981,-43.4984,251533,SWIRE3_J003306.44-433017.7,8.27687,-43.50494,0.00994,0.00961,23,172.43,1.88,235.83,2.09,0.03,CA0,2,161.01,2.07,213.98,2.42,0.03,CA0,2,123.84,5.98,157.81,8.88,0.05,CA0,0.0,329.7,6.39,456.83,10.86,0.01,CA0,0.0,789.01,27.58,736.19,35.82,0.0,CA0,0.0,-99.0,-99.0,21.903,0.013,21.066,0.007,-99.0,20.112,19.372,99.99,0.0,0.01
6,60.319322,160.664062,8.2981,-43.4984,250922,SWIRE3_J003313.37-433051.1,8.30575,-43.51421,0.0172,0.02,23,48.22,0.9,48.9,0.99,0.25,CA3,0,29.46,0.96,28.01,1.09,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.704,0.067,23.088,0.042,21.841,0.014,24.444,22.572,21.425,0.61,0.01,0.38
6,60.443809,-67.748118,8.2981,-43.4984,251225,SWIRE3_J003306.40-432931.3,8.27668,-43.49204,0.0131,0.0134,23,75.19,1.27,72.58,1.3,0.6,CA0,0,53.42,1.37,53.91,1.49,0.55,CA0,0,,,,,,,,,,,,,,,566.23,24.91,739.43,35.02,0.03,CA0,0.0,24.943,0.085,23.915,0.08,22.968,0.036,24.976,23.756,22.758,0.47,0.45,0.0
6,61.064783,-165.339077,8.2981,-43.4984,251296,SWIRE3_J003310.12-433053.3,8.29218,-43.51481,0.0356,0.0336,23,11.83,0.56,15.66,0.85,0.0,CA0,0,10.2,0.86,9.94,1.0,0.14,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.666,0.025,22.722,0.026,22.251,0.019,23.122,22.122,21.672,0.0,0.0,0.01
6,62.481776,-103.672074,8.2981,-43.4984,251535,SWIRE3_J003305.96-433008.9,8.27485,-43.5025,0.0194,0.0213,23,34.09,0.96,37.69,1.21,0.92,CA0,0,18.96,1.05,14.95,0.86,0.69,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.819,0.076,-99.0,-99.0,23.683,99.99,99.99,0.46
6,62.721734,115.395784,8.2981,-43.4984,250277,SWIRE3_J003316.75-433021.1,8.3198,-43.50587,0.0312,0.0223,23,23.42,0.52,36.73,0.91,0.01,CA0,0,24.92,0.88,25.72,1.16,0.11,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.125,0.04,-99.0,-99.0,23.634,0.064,23.713,-99.0,23.286,0.02,99.99,0.53
6,64.146908,155.010247,8.2981,-43.4984,250840,SWIRE3_J003314.03-433052.3,8.30848,-43.51455,0.0131,0.0155,23,68.65,1.01,83.82,1.22,0.26,CA2,1,75.27,1.29,87.89,1.68,0.53,CA0,0,,,,,,,,55.45,4.69,29.15,3.81,0.47,CA0,0.0,,,,,,,,,,,,,,,,,,,
6,64.45549,88.216135,8.2981,-43.4984,250006,SWIRE3_J003317.46-432952.2,8.32277,-43.49784,0.025,0.0218,23,15.35,0.62,15.69,0.75,0.85,CA0,0,17.45,0.93,16.37,1.01,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65.008826,-91.944384,8.2981,-43.4984,251499,SWIRE3_J003305.57-432956.4,8.27322,-43.49901,0.0199,0.0174,23,33.09,0.92,34.2,1.04,0.92,CA0,0,31.82,1.17,28.76,1.22,0.85,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,66.110586,-42.871337,8.2981,-43.4984,250953,SWIRE3_J003307.41-432905.7,8.28088,-43.48494,0.0111,0.0134,23,71.37,1.28,86.13,1.46,0.03,CA0,0,63.2,1.29,64.17,1.41,0.47,CA3,0,64.14,5.43,61.4,5.88,0.33,CA2,0.0,67.26,4.91,63.94,6.36,0.03,CA0,0.0,561.72,26.49,558.24,27.51,0.41,CA1,0.0,24.019,0.041,23.618,0.056,23.02,0.039,23.378,23.117,22.451,0.12,0.65,0.0
6,66.590899,25.68699,8.2981,-43.4984,250031,SWIRE3_J003314.19-432854.2,8.30915,-43.48173,0.0218,0.0211,23,26.92,0.85,23.8,0.81,0.71,CA0,0,19.17,1.07,20.63,1.41,0.22,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.503,0.062,62.001,99.99,23.331,0.051,23.982,62.023,22.736,0.41,99.99,0.06
6,67.710707,49.085427,8.2981,-43.4984,249875,SWIRE3_J003316.24-432909.8,8.31769,-43.48608,0.0276,0.0254,23,13.92,0.73,18.64,1.09,0.32,CA0,0,12.6,0.99,10.75,0.99,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,67.973942,-69.321967,8.2981,-43.4984,251309,SWIRE3_J003305.69-432930.2,8.27375,-43.49173,0.0188,0.0167,23,34.34,0.93,33.27,1.08,0.64,CA0,0,37.48,1.27,38.29,1.7,0.25,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,68.364118,42.910626,8.2981,-43.4984,249889,SWIRE3_J003315.82-432904.1,8.31592,-43.48449,0.0207,0.0232,23,46.75,1.07,77.79,1.71,0.04,CA3,0,41.2,1.26,62.26,2.22,0.04,CA1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,68.950823,-100.294956,8.2981,-43.4984,251597,SWIRE3_J003305.30-433006.5,8.27212,-43.50182,0.0275,0.0241,23,18.16,0.82,23.65,1.2,0.21,CA0,0,15.68,1.08,17.06,1.37,0.31,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,69.117434,-105.475378,8.2981,-43.4984,251620,SWIRE3_J003305.42-433012.6,8.27259,-43.50352,0.0219,0.0257,23,18.18,0.76,16.91,0.95,0.03,CA0,0,15.58,1.03,18.67,1.33,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,69.970986,82.767622,8.2981,-43.4984,249902,SWIRE3_J003317.92-432945.4,8.32468,-43.49595,0.0234,0.0189,23,21.05,0.69,19.74,0.72,0.91,CA3,0,16.06,0.97,18.85,1.17,0.59,CA3,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,24.252,0.102,23.666,0.066,-99.0,24.224,23.464,99.99,0.35,0.59
6,70.183186,-16.320604,8.2981,-43.4984,250553,SWIRE3_J003309.73-432846.8,8.29055,-43.47969,0.0244,0.0293,23,11.86,0.59,9.75,0.59,0.79,CA0,0,11.59,0.8,10.83,0.91,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,70.427789,5.598114,8.2981,-43.4984,250212,SWIRE3_J003312.17-432844.1,8.30073,-43.47893,0.0258,0.0274,23,17.19,0.6,18.52,0.79,0.7,CA0,0,11.6,0.9,11.09,0.96,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,71.014321,37.313672,8.2981,-43.4984,249883,SWIRE3_J003315.49-432857.7,8.31458,-43.48271,0.0111,0.00968,23,95.69,1.42,105.07,1.46,0.05,CA3,0,85.26,1.57,88.46,1.81,0.05,CA0,0,47.82,5.5,41.04,5.03,0.37,CA0,0.0,136.43,5.55,152.85,7.5,0.57,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,22.204,0.008,21.189,0.007,20.464,0.004,21.778,20.792,19.993,0.06,0.04,0.03
6,71.140529,-60.344478,8.2981,-43.4984,251213,SWIRE3_J003305.86-432919.0,8.27443,-43.48862,0.0184,0.018,23,51.22,1.1,69.19,1.57,0.24,CA0,0,43.66,1.15,47.85,1.64,0.52,CA2,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.968,0.065,-99.0,-99.0,23.939,99.99,99.99,0.4
6,71.501446,113.982073,8.2981,-43.4984,250195,SWIRE3_J003317.54-433023.2,8.32312,-43.50647,0.0324,0.0283,23,15.25,0.49,15.33,0.56,0.55,CA0,0,12.35,0.78,13.09,0.95,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.173644,65.503336,9.4916,-42.9839,90454,SWIRE3_J003757.99-425901.9,9.49166,-42.98388,0.0105,0.0104,13,112.34,1.24,112.97,1.2,0.66,CA2,0,100.91,1.37,100.42,1.46,0.13,CA2,0,62.75,4.01,56.32,4.24,0.1,CA0,0.0,73.19,4.57,63.21,5.38,0.02,CA0,0.0,577.57,31.08,519.47,31.81,0.5,CA0,0.0,25.278,0.067,23.99,0.054,23.125,0.028,24.829,23.577,22.517,0.45,0.12,0.06
7,5.450114,172.224252,9.4916,-42.9839,90492,SWIRE3_J003758.05-425907.4,9.49188,-42.9854,0.0325,0.0464,13,11.54,0.54,15.7,0.87,0.0,CA3,0,11.95,0.82,19.57,1.39,0.01,CA3,0,,,,,,,,,,,,,,,,,,,,,,24.818,0.047,-99.0,-99.0,23.956,0.06,24.61,-99.0,23.783,0.02,99.99,0.01
7,9.995002,-128.018935,9.4916,-42.9839,90610,SWIRE3_J003757.26-425908.1,9.48861,-42.98561,0.0183,0.0185,13,43.69,0.9,43.67,1.04,0.64,CA2,0,36.06,1.0,40.19,1.49,0.21,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.885,0.057,-99.0,-99.0,23.614,99.99,99.99,0.49
7,10.245176,176.315605,9.4916,-42.9839,90532,SWIRE3_J003758.04-425912.2,9.49185,-42.98674,0.0323,0.0283,13,10.52,0.52,12.47,0.73,0.74,CA3,0,8.78,0.79,9.39,0.88,0.48,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11.072661,-155.55439,9.4916,-42.9839,90598,SWIRE3_J003757.56-425912.1,9.48986,-42.9867,0.0367,0.0299,13,10.74,0.53,9.61,0.75,0.65,CA3,0,8.24,0.79,6.17,0.87,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.549,0.043,24.206,0.061,23.712,0.048,24.484,24.125,23.616,0.6,0.61,0.63
7,13.175748,19.500656,9.4916,-42.9839,90320,SWIRE3_J003758.38-425849.6,9.49327,-42.98045,0.0249,0.0289,13,13.47,0.56,12.08,0.6,0.79,CA0,0,12.98,0.83,11.31,0.97,0.54,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16.554275,-176.53445,9.4916,-42.9839,90601,SWIRE3_J003757.89-425918.5,9.49122,-42.98849,0.0203,0.0178,13,33.8,0.75,31.05,0.82,0.91,CA0,0,35.68,0.86,34.75,1.01,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.79,0.048,23.964,0.051,23.333,0.034,24.49,23.384,23.104,0.65,0.57,0.66
7,16.568354,137.259018,9.4916,-42.9839,90410,SWIRE3_J003759.00-425914.2,9.49587,-42.98728,0.0249,0.023,13,28.28,0.65,31.34,0.78,0.52,CA3,0,19.53,0.74,17.87,0.88,0.04,CA3,0,,,,,,,,,,,,,,,,,,,,,,24.32,0.032,23.619,0.037,22.75,0.02,23.818,23.253,22.393,0.0,0.0,0.11
7,17.64396,21.81979,9.4916,-42.9839,90267,SWIRE3_J003758.58-425845.6,9.49409,-42.97935,0.0243,0.0243,13,18.18,0.6,16.29,0.64,0.93,CA0,0,14.65,0.93,11.52,0.94,0.32,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18.857857,145.559065,9.4916,-42.9839,90436,SWIRE3_J003758.95-425917.5,9.49565,-42.98822,0.026,0.0189,13,44.03,0.78,60.81,1.0,0.25,CA3,0,31.91,0.79,37.42,1.12,0.2,CA3,0,,,,,,,,,,,,,,,,,,,,,,25.307,0.062,23.514,0.036,22.281,0.013,24.821,22.949,21.838,0.3,0.01,0.25
7,19.752686,-26.275034,9.4916,-42.9839,90433,SWIRE3_J003757.18-425844.3,9.48828,-42.97898,0.0196,0.0198,13,37.88,0.86,42.42,1.0,0.88,CA3,0,27.59,0.94,27.38,1.11,0.84,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20.875975,-19.685559,9.4916,-42.9839,90401,SWIRE3_J003757.34-425842.3,9.48893,-42.97844,0.0239,0.0276,13,18.19,0.65,18.28,0.73,0.77,CA3,0,14.66,0.83,16.06,1.05,0.57,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22.511108,47.682391,9.4916,-42.9839,90146,SWIRE3_J003759.50-425846.8,9.49792,-42.97969,0.0202,0.021,13,20.31,0.6,18.54,0.66,0.91,CA0,0,21.69,1.07,20.4,1.14,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24.121321,122.908039,9.4916,-42.9839,90309,SWIRE3_J003759.82-425915.1,9.49929,-42.98754,0.0296,0.0328,13,14.26,0.51,12.66,0.48,0.75,CA0,0,11.29,0.63,9.3,0.58,0.23,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.744,0.05,24.347,0.071,23.675,0.047,24.709,24.329,23.67,0.67,0.51,0.42
7,24.380589,-123.726825,9.4916,-42.9839,90812,SWIRE3_J003756.13-425915.5,9.4839,-42.98766,0.0132,0.0132,13,81.36,1.17,90.05,1.25,0.25,CA2,0,72.33,1.52,77.26,1.89,0.44,CA2,0,,,,,,,,58.89,5.37,36.89,4.33,0.43,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.001,0.063,-99.0,-99.0,23.683,99.99,99.99,0.57
7,26.016328,-134.554652,9.4916,-42.9839,90823,SWIRE3_J003756.29-425920.2,9.48456,-42.98897,0.0231,0.0275,13,21.76,0.65,25.63,0.95,0.01,CA3,0,13.35,1.04,17.12,1.54,0.3,CA3,0,,,,,,,,,,,,,,,,,,,,,,25.272,0.071,-99.0,-99.0,23.877,0.056,24.876,-99.0,23.502,0.46,99.99,0.04
7,30.420241,43.49741,9.4916,-42.9839,90033,SWIRE3_J003759.89-425839.9,9.49955,-42.97777,0.0189,0.0171,13,41.09,0.89,43.17,0.99,0.62,CA0,0,33.37,1.19,31.28,1.17,0.46,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30.476076,177.920341,9.4916,-42.9839,90672,SWIRE3_J003758.08-425932.4,9.49202,-42.99236,0.0292,0.0278,13,12.0,0.54,10.37,0.55,0.72,CA0,0,12.81,0.73,13.08,0.91,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,,26.079,0.149,-99.0,-99.0,-99.0,-99.0,26.517,-99.0,-99.0,0.35,99.99,99.99
7,33.013271,0.502853,9.4916,-42.9839,90223,SWIRE3_J003758.01-425829.0,9.49171,-42.97473,0.0242,0.0234,13,28.46,0.72,33.78,0.92,0.08,CA3,0,18.37,1.05,20.85,1.5,0.23,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33.941581,-140.837934,9.4916,-42.9839,90921,SWIRE3_J003756.03-425928.3,9.48346,-42.99121,0.0289,0.0278,13,18.61,0.62,19.15,0.84,0.58,CA2,0,9.0,0.85,8.97,1.04,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.279,0.026,22.699,0.017,21.632,0.007,24.213,22.549,21.513,0.9,0.69,0.98
7,35.057133,105.306694,9.4916,-42.9839,90106,SWIRE3_J003801.06-425911.2,9.50444,-42.98647,0.0497,0.0475,13,7.4,0.43,10.77,0.75,0.0,CA0,0,9.73,0.79,9.42,1.23,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,37.928502,174.662231,9.4916,-42.9839,90686,SWIRE3_J003758.30-425939.8,9.49294,-42.99439,0.0207,0.0197,13,28.26,0.76,26.37,0.77,0.92,CA0,0,30.67,0.91,30.35,1.08,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,39.818022,-153.404067,9.4916,-42.9839,90943,SWIRE3_J003756.35-425937.6,9.48483,-42.99379,0.0224,0.0168,13,35.71,0.77,38.95,0.87,0.05,CA0,0,40.12,1.02,38.64,1.06,0.26,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,39.918054,-110.15648,9.4916,-42.9839,91035,SWIRE3_J003754.56-425915.7,9.47737,-42.98772,0.0146,0.0141,13,53.99,1.15,48.51,1.06,0.93,CA3,0,46.34,1.3,45.25,1.49,0.14,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40.996242,-107.218356,9.4916,-42.9839,91048,SWIRE3_J003754.41-425914.1,9.47673,-42.98727,0.0158,0.0119,13,56.57,1.14,56.53,1.2,0.91,CA3,0,45.66,1.28,42.52,1.35,0.94,CA3,0,55.94,4.77,39.83,4.82,0.04,CA2,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
7,43.279427,-78.10061,9.4916,-42.9839,90922,SWIRE3_J003754.12-425853.1,9.47552,-42.98142,0.0257,0.0181,13,36.09,0.96,35.37,1.28,0.35,CA3,0,27.22,1.14,30.42,1.56,0.04,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.127,0.025,22.977,0.022,21.719,0.008,23.814,22.453,21.291,0.02,0.01,0.06
7,46.183699,-25.905183,9.4916,-42.9839,90406,SWIRE3_J003756.14-425820.4,9.48394,-42.97236,0.0199,0.019,13,30.24,0.77,26.43,0.75,0.97,CA0,0,17.89,0.85,18.48,1.05,0.74,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46.794862,-83.11315,9.4916,-42.9839,91001,SWIRE3_J003753.75-425856.4,9.47396,-42.98234,0.0174,0.0151,13,33.53,0.88,30.84,0.89,0.97,CA3,0,28.93,1.15,34.45,1.5,0.47,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,48.581148,95.577002,9.4916,-42.9839,89891,SWIRE3_J003802.39-425906.7,9.50996,-42.98521,0.0353,0.041,13,8.13,0.5,11.05,0.91,0.0,CA0,0,10.06,0.81,7.31,0.89,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,22.919,0.024,-99.0,-99.0,21.713,99.99,99.99,0.06
7,48.855771,-85.357099,9.4916,-42.9839,91047,SWIRE3_J003753.54-425858.0,9.47311,-42.9828,0.0123,0.0124,13,61.58,1.17,58.21,1.14,0.74,CA3,0,54.05,1.37,60.88,1.79,0.93,CA3,0,53.35,5.22,48.56,5.01,0.47,CA0,0.0,114.24,5.56,84.32,5.83,0.58,CA0,0.0,,,,,,,,22.046,0.004,20.977,0.004,20.248,0.002,21.801,20.549,19.886,0.86,0.07,0.82
7,50.019318,-113.190119,9.4916,-42.9839,91194,SWIRE3_J003753.79-425921.7,9.47414,-42.98937,0.0222,0.0201,13,24.25,0.82,22.2,0.8,0.19,CA0,0,17.76,1.04,13.98,0.96,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.291,0.072,-99.0,-99.0,23.576,0.043,25.202,-99.0,23.377,0.36,99.99,0.0
7,52.169878,115.511314,9.4916,-42.9839,90034,SWIRE3_J003802.27-425924.5,9.50948,-42.99014,0.00943,0.00954,13,70.35,1.11,64.68,1.05,0.98,CA0,0,85.13,1.56,74.04,1.54,0.98,CA0,0,134.25,5.3,111.17,5.34,0.77,CA0,0.0,319.59,6.08,266.45,7.35,0.93,CA0,0.0,947.37,32.16,689.97,33.22,0.62,CA0,0.0,21.154,0.002,20.174,0.002,19.672,0.002,21.021,19.936,19.502,0.98,0.97,0.98
7,52.867958,-103.513587,9.4916,-42.9839,91209,SWIRE3_J003753.29-425914.3,9.47208,-42.98733,0.0275,0.0265,13,10.47,0.65,9.87,0.73,0.64,CA0,0,11.42,0.98,8.73,0.9,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.269,0.034,24.058,0.054,23.329,0.034,24.208,23.897,23.14,0.62,0.03,0.75
7,53.060778,-125.08157,9.4916,-42.9839,91246,SWIRE3_J003754.02-425932.5,9.47511,-42.99237,0.0195,0.015,13,39.82,0.82,45.31,0.99,0.2,CA0,0,35.77,1.2,32.98,1.44,0.72,CA0,0,41.04,4.22,27.23,3.65,0.35,CA0,0.0,,,,,,,,,,,,,,,25.275,0.067,23.989,0.055,22.736,0.02,25.187,23.328,22.018,0.48,0.01,0.0
7,53.364871,65.452056,9.4916,-42.9839,89707,SWIRE3_J003802.40-425839.8,9.51003,-42.97774,0.00214,0.00202,13,7343.12,9.36,7149.5,8.0,0.97,CA0,-1,4483.03,9.64,4230.82,7.83,0.99,CA0,-1,3059.39,14.84,2793.27,11.87,0.72,CA0,1.0,1689.06,9.5,1559.57,10.06,0.89,CA0,-1.0,,,,,,,,,,,,,,,,,,,
7,53.653536,-40.875522,9.4916,-42.9839,90606,SWIRE3_J003754.78-425821.4,9.47827,-42.97263,0.0184,0.0209,13,31.84,0.89,29.88,0.96,0.97,CA0,0,20.79,0.87,20.71,1.09,0.76,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,54.33945,46.40152,9.4916,-42.9839,89709,SWIRE3_J003801.56-425824.5,9.50654,-42.97349,0.0217,0.028,13,19.47,0.79,17.04,1.01,0.41,CA0,0,16.97,1.13,13.7,1.75,0.02,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,55.234933,-175.708093,9.4916,-42.9839,90919,SWIRE3_J003757.60-425957.1,9.49003,-42.9992,0.0113,0.0123,13,104.07,1.44,96.29,1.34,0.98,CA3,0,56.27,1.15,76.33,1.58,0.78,CA0,0,51.98,5.31,42.39,5.28,0.25,CA0,0.0,,,,,,,,,,,,,,,25.416,0.064,23.341,0.032,22.012,0.01,25.106,22.922,21.689,0.44,0.22,0.89
7,56.218384,125.874567,9.4916,-42.9839,90139,SWIRE3_J003802.13-425934.9,9.5089,-42.99305,0.0111,0.0105,13,98.23,1.15,95.99,1.13,0.97,CA2,0,76.5,1.5,68.49,1.45,0.98,CA0,0,84.05,4.56,65.29,5.41,0.02,CA0,0.0,74.79,5.41,61.14,6.25,0.6,CA0,0.0,,,,,,,,24.19,0.025,22.831,0.019,21.584,0.007,24.091,22.507,21.309,0.85,0.19,0.94
7,56.550594,142.850967,9.4916,-42.9839,90362,SWIRE3_J003801.09-425947.1,9.50457,-42.99642,0.0162,0.0156,13,52.09,0.9,48.49,0.92,0.97,CA0,0,29.98,0.88,29.59,1.17,0.75,CA0,0,47.42,4.2,30.45,3.52,0.39,CA0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.141,0.029,-99.0,-99.0,22.754,99.99,99.99,0.51
7,57.257063,-145.266356,9.4916,-42.9839,91231,SWIRE3_J003755.01-425949.0,9.47921,-42.99697,0.0265,0.027,13,15.19,0.58,13.37,0.55,0.62,CA0,0,22.28,0.89,22.92,0.98,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57.671337,-66.107973,9.4916,-42.9839,90944,SWIRE3_J003753.17-425838.6,9.47158,-42.97741,0.0198,0.0193,13,24.35,0.82,28.79,1.16,0.86,CA1,0,23.65,1.09,18.82,1.26,0.81,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,59.901181,-125.327011,9.4916,-42.9839,91341,SWIRE3_J003753.52-425936.6,9.47304,-42.99352,0.0159,0.0141,13,58.77,0.94,57.28,0.95,0.75,CA0,0,38.06,1.22,36.4,1.48,0.44,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.902,0.022,23.258,0.027,22.207,0.012,23.531,22.815,21.819,0.05,0.01,0.01
