cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24
3,54.787746,-53.745902,35.6521,-3.84174,226695,SWIRE2_J022233.55-034957.8,35.6398,-3.83274,0.0122,0.0104,23,98.9,1.5,121.01,1.72,0.03,CA0,2,68.84,1.55,83.66,2.07,0.02,CA0,0,,,,,,,,441.98,7.44,415.33,8.63,0.49,CA0,0.0,820.36,28.13,535.24,25.8,0.66,CA0,0.0
3,55.015152,-32.769311,35.6521,-3.84174,226790,SWIRE2_J022234.51-034944.0,35.64381,-3.82889,0.0221,0.0244,23,20.26,0.82,17.2,0.81,0.91,CA0,0,18.14,1.15,18.72,1.31,0.43,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,55.451817,73.867802,35.6521,-3.84174,226064,SWIRE2_J022240.06-035014.8,35.66693,-3.83746,0.0144,0.0187,23,53.34,1.14,52.57,1.22,0.95,CA0,0,42.46,1.22,50.76,1.73,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,56.331466,132.892049,35.6521,-3.84174,225504,SWIRE2_J022239.26-035108.6,35.66359,-3.85239,0.0286,0.0283,23,12.42,0.63,11.51,0.71,0.69,CA0,0,13.72,1.1,13.02,1.29,0.04,CA0,0,,,,,,,,,,,,,,,401.99,25.1,264.47,17.06,0.06,CA0,0.0
3,58.372998,154.954046,35.6521,-3.84174,225413,SWIRE2_J022238.15-035123.1,35.65898,-3.85643,0.0378,0.0318,23,8.99,0.61,8.79,0.72,0.02,CA0,0,11.49,1.07,15.0,1.44,0.15,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,58.664414,-125.358293,35.6521,-3.84174,225933,SWIRE2_J022233.30-035104.2,35.63878,-3.85117,0.0127,0.0134,23,120.32,1.43,130.77,1.49,0.81,CA0,-1,68.87,1.23,74.28,1.52,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,61.221464,-8.706535,35.6521,-3.84174,226861,SWIRE2_J022235.88-034929.7,35.64952,-3.82493,0.01,0.0109,23,124.49,1.63,126.35,1.62,0.81,CA0,0,94.37,1.69,95.75,1.99,0.76,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,61.795939,-97.162178,35.6521,-3.84174,226287,SWIRE2_J022232.40-035037.9,35.63503,-3.84388,0.0131,0.0144,23,63.81,1.08,57.83,1.02,0.98,CA0,0,42.35,1.09,35.88,1.08,0.92,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
3,62.618394,72.985102,35.6521,-3.84174,226069,SWIRE2_J022240.50-035011.9,35.66877,-3.83665,0.0239,0.0211,23,21.5,0.78,17.93,0.72,0.93,CA0,0,17.5,0.97,17.48,1.35,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,63.019443,110.813541,35.6521,-3.84174,225611,SWIRE2_J022240.43-035052.6,35.6685,-3.84796,0.0195,0.0192,23,21.74,0.68,20.87,0.77,0.93,CA0,0,28.14,1.21,27.05,1.4,0.53,CA0,0,46.22,4.73,29.68,4.3,0.05,CA0,0.0,,,,,,,,360.39,23.14,217.17,18.9,0.28,CA0,0.0
3,63.625293,53.833346,35.6521,-3.84174,226341,SWIRE2_J022239.93-034952.7,35.6664,-3.83131,0.0222,0.0232,23,23.99,0.85,23.69,0.91,0.05,CA0,0,26.18,1.18,23.1,1.19,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,63.785796,4.230572,35.6521,-3.84174,226835,SWIRE2_J022236.81-034926.6,35.65341,-3.82407,0.00821,0.00911,23,197.65,2.03,221.78,2.01,0.06,CA0,2,147.2,2.02,166.79,2.18,0.04,CA0,0,93.62,6.55,99.67,8.45,0.16,CA0,0.0,206.16,6.8,220.02,8.96,0.01,CA0,0.0,,,,,,,
3,64.637984,146.776447,35.6521,-3.84174,225348,SWIRE2_J022238.87-035124.3,35.66196,-3.85676,0.00896,0.00695,23,240.87,1.99,273.97,1.97,0.07,CA0,2,183.51,2.19,209.01,2.36,0.07,CA0,2,119.01,5.79,134.64,8.36,0.0,CA0,0.0,345.74,7.16,359.44,10.25,0.1,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
3,64.728197,156.831775,35.6521,-3.84174,225328,SWIRE2_J022238.20-035129.7,35.65919,-3.85827,0.0213,0.0232,23,25.04,0.78,20.46,0.79,0.75,CA0,0,18.12,1.13,20.01,1.67,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,66.444147,87.454227,35.6521,-3.84174,225882,SWIRE2_J022240.93-035027.3,35.67058,-3.84092,0.0174,0.015,23,54.4,0.96,56.56,1.11,0.74,CA3,0,44.37,1.05,41.37,1.31,0.76,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,67.674881,91.95165,35.6521,-3.84174,225824,SWIRE2_J022241.02-035032.5,35.67093,-3.84238,0.0134,0.0134,23,53.25,0.96,55.37,1.01,0.44,CA3,0,65.17,1.2,65.04,1.42,0.4,CA3,0,,,,,,,,240.88,5.37,241.66,8.15,0.26,CA3,0.0,1027.99,23.25,1542.89,46.88,0.0,CA2,0.0
3,67.745244,-47.431626,35.6521,-3.84174,226864,SWIRE2_J022233.17-034944.4,35.63821,-3.82901,0.0205,0.0236,23,17.25,0.78,15.06,0.8,0.87,CA0,0,19.47,1.13,17.19,1.29,0.33,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,67.866158,95.724005,35.6521,-3.84174,225766,SWIRE2_J022241.01-035037.0,35.6709,-3.84362,0.00972,0.00986,23,122.97,1.28,128.13,1.27,0.59,CA3,0,120.79,1.7,128.58,1.96,0.91,CA3,0,92.67,5.31,145.06,8.7,0.01,CA0,0.0,148.16,5.82,197.95,8.99,0.1,CA3,0.0,,,,,,,
3,69.689425,53.222705,35.6521,-3.84174,226381,SWIRE2_J022240.23-034948.5,35.66764,-3.83015,0.0229,0.0258,23,19.71,0.66,17.43,0.79,0.89,CA0,0,12.7,0.95,9.45,0.92,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,70.076369,78.533163,35.6521,-3.84174,225988,SWIRE2_J022241.09-035016.3,35.67122,-3.83787,0.0168,0.0177,23,56.31,0.96,66.17,1.11,0.28,CA0,0,47.39,1.15,52.15,1.64,0.03,CA0,0,43.45,4.83,27.41,4.02,0.42,CA0,0.0,,,,,,,,,,,,,,
3,71.403181,-94.77259,35.6521,-3.84174,226358,SWIRE2_J022231.74-035036.2,35.63229,-3.84339,0.0237,0.0206,23,25.87,0.73,23.62,0.78,0.76,CA0,0,24.28,0.99,22.83,1.29,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,0.339538,-134.835638,36.109747,-3.3917935,100400,SWIRE2_J022426.32-032330.6,36.10968,-3.39186,0.0136,0.0119,13,79.72,1.09,93.39,1.25,0.27,CA3,0,90.83,1.75,98.32,2.1,0.63,CA3,0,87.04,5.31,125.85,8.07,0.07,CA2,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
4,4.925946,-154.64397,36.109747,-3.3917935,100347,SWIRE2_J022426.19-032334.9,36.10916,-3.39303,0.0148,0.0157,13,67.45,1.01,75.14,1.22,0.6,CA3,0,73.89,1.56,79.58,2.11,0.86,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,12.900407,145.311039,36.109747,-3.3917935,100234,SWIRE2_J022426.82-032341.0,36.11179,-3.39474,0.0153,0.015,13,53.15,0.91,55.24,1.05,0.63,CA0,0,66.06,1.51,68.01,1.9,0.47,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,20.455101,75.595468,36.109747,-3.3917935,100367,SWIRE2_J022427.66-032325.3,36.11526,-3.39038,0.0128,0.0139,13,76.12,1.06,77.77,1.13,0.4,CA0,0,60.77,1.51,59.7,1.76,0.7,CA0,0,50.41,4.75,34.7,4.32,0.21,CA0,0.0,,,,,,,,587.33,25.69,540.53,29.23,0.53,CA0,0.0
4,22.512403,129.367515,36.109747,-3.3917935,100150,SWIRE2_J022427.50-032344.7,36.11459,-3.39576,0.0248,0.026,13,17.29,0.63,17.21,0.84,0.77,CA0,0,23.65,1.21,20.01,1.48,0.16,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,22.566942,-77.343528,36.109747,-3.3917935,100556,SWIRE2_J022424.86-032325.5,36.10362,-3.39042,0.0197,0.0184,13,39.92,0.71,36.89,0.76,0.78,CA0,0,31.58,1.25,28.12,1.46,0.18,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,24.338907,-114.61981,36.109747,-3.3917935,100370,SWIRE2_J022424.86-032340.5,36.10359,-3.39461,0.0292,0.0347,13,10.79,0.5,10.5,0.62,0.63,CA0,0,11.3,0.96,9.02,1.0,0.37,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,27.775564,84.470322,36.109747,-3.3917935,100305,SWIRE2_J022428.18-032327.7,36.11744,-3.39105,0.0198,0.0337,13,15.16,0.61,24.28,1.1,0.48,CA2,0,22.95,1.19,22.44,1.51,0.68,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,28.225349,162.720169,36.109747,-3.3917935,100031,SWIRE2_J022426.89-032357.4,36.11208,-3.39928,0.00961,0.00983,13,185.31,1.56,230.63,1.75,0.15,CA2,1,138.25,1.94,167.03,2.5,0.46,CA2,0,158.8,5.45,163.92,7.69,0.06,CA0,0.0,170.11,6.79,204.32,11.05,0.22,CA0,0.0,550.16,24.77,607.67,31.34,0.17,CA2,0.0
4,29.344518,132.782942,36.109747,-3.3917935,100065,SWIRE2_J022427.77-032350.3,36.11574,-3.39733,0.022,0.0225,13,22.76,0.68,30.53,1.02,0.36,CA3,0,29.14,1.25,32.54,1.91,0.05,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,30.222908,95.375823,36.109747,-3.3917935,100222,SWIRE2_J022428.34-032333.2,36.11812,-3.39258,0.0331,0.0323,13,10.7,0.57,12.32,0.85,0.2,CA0,0,11.61,1.1,9.93,1.17,0.37,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,30.806088,138.474925,36.109747,-3.3917935,100026,SWIRE2_J022427.70-032353.5,36.11543,-3.3982,0.0194,0.0181,13,34.12,0.78,52.11,1.24,0.24,CA3,0,37.34,1.32,52.36,2.19,0.36,CA3,0,43.33,4.79,42.61,4.56,0.03,CA0,0.0,,,,,,,,,,,,,,
4,31.464706,64.203912,36.109747,-3.3917935,100440,SWIRE2_J022428.23-032316.7,36.11763,-3.38799,0.0146,0.0157,13,59.22,0.94,57.9,1.02,0.92,CA3,0,45.4,1.35,46.79,1.71,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,31.64204,114.010987,36.109747,-3.3917935,100108,SWIRE2_J022428.26-032343.3,36.11779,-3.39537,0.024,0.0255,13,16.75,0.65,15.96,0.7,0.84,CA3,0,18.82,1.14,13.99,1.19,0.59,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,32.490981,108.317857,36.109747,-3.3917935,100142,SWIRE2_J022428.39-032340.6,36.11833,-3.39463,0.0205,0.0238,13,31.63,0.77,34.43,1.03,0.1,CA3,0,34.12,1.28,38.52,1.96,0.04,CA2,0,,,,,,,,,,,,,,,,,,,,,
4,33.070786,72.427539,36.109747,-3.3917935,100379,SWIRE2_J022428.44-032320.4,36.11852,-3.38902,0.0209,0.021,13,28.82,0.73,29.46,0.88,0.88,CA3,0,25.72,1.2,22.99,1.46,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,33.08942,158.577822,36.109747,-3.3917935,99966,SWIRE2_J022427.14-032401.2,36.11311,-3.40035,0.015,0.0171,13,43.08,0.86,49.01,1.05,0.31,CA3,0,50.8,1.22,58.03,1.7,0.73,CA3,0,,,,,,,,65.21,5.58,56.29,6.07,0.44,CA0,0.0,508.01,24.79,625.2,28.15,0.46,CA3,0.0
4,34.127281,44.136607,36.109747,-3.3917935,100600,SWIRE2_J022427.92-032305.9,36.11636,-3.38499,0.0173,0.0189,13,49.04,0.9,59.32,1.2,0.02,CA0,0,43.64,1.36,46.32,1.91,0.03,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,35.531273,143.91794,36.109747,-3.3917935,99952,SWIRE2_J022427.73-032359.1,36.11557,-3.39977,0.0267,0.0333,13,15.72,0.62,18.11,0.94,0.09,CA3,0,18.68,0.94,20.76,1.38,0.39,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,36.943263,-93.836094,36.109747,-3.3917935,100532,SWIRE2_J022423.87-032332.9,36.09949,-3.39248,0.0482,0.0283,13,8.75,0.45,10.14,0.66,0.61,CA0,0,12.11,0.98,13.9,1.33,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,37.213759,29.651774,36.109747,-3.3917935,100744,SWIRE2_J022427.56-032258.1,36.11487,-3.38281,0.0198,0.0197,13,33.6,0.78,42.68,1.18,0.37,CA0,0,40.25,1.32,40.84,1.72,0.42,CA0,0,56.74,4.96,53.56,6.06,0.43,CA0,0.0,,,,,,,,,,,,,,
4,41.874241,164.096162,36.109747,-3.3917935,99867,SWIRE2_J022427.10-032410.7,36.11294,-3.40298,0.0277,0.0313,13,15.06,0.61,13.02,0.61,0.63,CA0,0,17.31,0.93,17.24,1.16,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,43.230607,44.442831,36.109747,-3.3917935,100651,SWIRE2_J022428.36-032259.5,36.11817,-3.38322,0.0188,0.0171,13,48.02,0.9,68.86,1.34,0.27,CA0,0,63.77,1.5,78.21,2.19,0.43,CA0,0,56.68,4.83,67.5,5.84,0.04,CA0,0.0,,,,,,,,,,,,,,
4,43.269875,137.959917,36.109747,-3.3917935,99891,SWIRE2_J022428.27-032402.5,36.11781,-3.40072,0.0176,0.0382,13,24.95,0.73,45.19,1.37,0.14,CA0,0,30.06,1.03,34.1,1.44,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,46.319961,172.497331,36.109747,-3.3917935,99832,SWIRE2_J022426.74-032416.3,36.11143,-3.40455,0.0239,0.0247,13,19.2,0.65,17.59,0.76,0.89,CA3,0,25.34,0.97,27.81,1.41,0.36,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,47.525568,175.824184,36.109747,-3.3917935,99826,SWIRE2_J022426.57-032417.8,36.11071,-3.40496,0.0243,0.0261,13,19.8,0.62,18.57,0.72,0.74,CA3,0,26.02,0.99,31.11,1.46,0.13,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,50.279027,-117.350324,36.109747,-3.3917935,100311,SWIRE2_J022423.35-032353.5,36.09732,-3.39821,0.00443,0.00457,13,880.45,2.57,825.55,2.25,0.98,CA2,-1,548.33,3.42,496.62,2.94,0.98,CA0,0,363.68,5.67,316.75,5.53,0.52,CA0,0.0,230.9,6.89,216.81,9.32,0.81,CA0,0.0,,,,,,,
4,51.730416,99.11592,36.109747,-3.3917935,100072,SWIRE2_J022429.75-032338.6,36.12396,-3.39407,0.0152,0.0161,13,47.0,0.88,48.43,1.03,0.09,CA3,0,53.38,1.42,53.34,1.72,0.49,CA3,0,65.16,4.99,74.87,6.18,0.07,CA0,0.0,,,,,,,,520.5,27.8,306.44,23.75,0.01,CA0,0.0
4,52.86814,-22.235864,36.109747,-3.3917935,101106,SWIRE2_J022425.00-032241.5,36.10418,-3.3782,0.0172,0.0172,13,65.71,1.0,78.03,1.15,0.05,CA2,0,51.11,1.41,65.08,2.26,0.12,CA2,0,,,,,,,,,,,,,,,,,,,,,
4,54.001054,-107.804359,36.109747,-3.3917935,100427,SWIRE2_J022422.90-032346.9,36.09544,-3.39638,0.0305,0.03,13,24.48,0.65,51.14,1.36,0.01,CA3,0,25.48,1.23,43.97,2.37,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,55.205763,100.735867,36.109747,-3.3917935,100030,SWIRE2_J022429.96-032340.7,36.12484,-3.39465,0.0166,0.0193,13,35.14,0.79,37.22,0.95,0.26,CA3,0,44.78,1.36,47.75,1.82,0.52,CA3,0,,,,,,,,,,,,,,,,,,,,,
4,55.283338,159.00004,36.109747,-3.3917935,99716,SWIRE2_J022427.66-032422.0,36.11526,-3.40613,0.0179,0.0212,13,22.92,0.67,23.9,0.88,0.79,CA0,0,30.18,1.01,29.54,1.2,0.85,CA0,0,43.13,4.7,23.34,3.91,0.04,CA0,0.0,,,,,,,,,,,,,,
4,55.364151,106.611783,36.109747,-3.3917935,99968,SWIRE2_J022429.88-032346.2,36.12451,-3.39619,0.0354,0.0339,13,9.93,0.56,12.66,0.86,0.63,CA0,0,9.49,0.92,8.45,1.03,0.12,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,55.526215,173.895949,36.109747,-3.3917935,99733,SWIRE2_J022426.73-032425.6,36.11139,-3.40713,0.0293,0.0235,13,19.27,0.61,20.95,0.82,0.71,CA0,0,13.95,0.91,10.98,0.98,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,56.532817,2.051027,36.109747,-3.3917935,101103,SWIRE2_J022426.47-032233.9,36.11031,-3.3761,0.0127,0.0157,13,74.7,1.05,83.93,1.21,0.1,CA2,0,62.54,1.5,69.49,2.08,0.33,CA0,0,71.15,4.96,75.29,6.76,0.07,CA0,0.0,,,,,,,,,,,,,,
4,57.544624,125.211134,36.109747,-3.3917935,99810,SWIRE2_J022429.47-032403.6,36.12283,-3.40101,0.0269,0.0289,13,11.4,0.57,8.85,0.57,0.6,CA3,0,13.47,0.9,9.48,0.62,0.57,CA2,0,,,,,,,,,,,,,,,,,,,,,
4,58.276928,128.090939,36.109747,-3.3917935,99785,SWIRE2_J022429.40-032406.4,36.12251,-3.40178,0.0351,0.0266,13,13.6,0.6,15.03,0.81,0.65,CA3,0,11.69,0.88,8.83,0.72,0.34,CA2,0,,,,,,,,,,,,,,,,,,,,,
4,59.664167,49.227255,36.109747,-3.3917935,100694,SWIRE2_J022429.35-032251.4,36.12232,-3.38097,0.023,0.0285,13,22.37,0.68,20.51,0.75,0.75,CA0,0,14.63,1.1,15.54,1.42,0.54,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,59.786466,-86.052263,36.109747,-3.3917935,100747,SWIRE2_J022422.35-032326.3,36.09315,-3.39065,0.0247,0.0342,13,12.0,0.51,9.93,0.5,0.69,CA0,0,13.17,1.09,11.23,1.18,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,61.879522,134.588017,36.109747,-3.3917935,99711,SWIRE2_J022429.28-032413.8,36.12201,-3.40386,0.0364,0.0303,13,17.72,0.66,29.46,1.16,0.29,CA3,0,16.14,0.92,25.95,1.69,0.36,CA1,0,,,,,,,,,,,,,,,,,,,,,
4,61.892699,71.822555,36.109747,-3.3917935,100368,SWIRE2_J022430.26-032311.1,36.12611,-3.38643,0.0292,0.0291,13,17.33,0.64,25.2,1.06,0.17,CA0,0,17.93,1.15,24.64,1.78,0.09,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,62.412203,-142.730844,36.109747,-3.3917935,99959,SWIRE2_J022423.81-032420.1,36.09923,-3.40559,0.0311,0.03,13,11.98,0.49,10.46,0.56,0.64,CA0,0,11.24,0.93,10.99,1.1,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,62.683997,152.726794,36.109747,-3.3917935,99629,SWIRE2_J022428.25-032426.1,36.11774,-3.40727,0.0248,0.0231,13,19.5,0.72,19.08,0.85,0.89,CA0,0,19.08,1.15,17.86,1.32,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,62.687611,141.020627,36.109747,-3.3917935,99665,SWIRE2_J022428.97-032419.1,36.12072,-3.40533,0.00943,0.0127,13,100.73,1.27,107.33,1.34,0.19,CA0,0,94.09,1.52,97.58,1.7,0.12,CA0,0,76.31,4.94,91.7,7.04,0.0,CA0,0.0,210.39,5.74,202.43,8.84,0.34,CA0,0.0,590.2,26.45,414.24,27.39,0.2,CA0,0.0
4,63.148203,-106.856957,36.109747,-3.3917935,100445,SWIRE2_J022422.30-032348.7,36.09293,-3.39688,0.0211,0.025,13,28.02,0.71,33.48,1.03,0.48,CA0,0,19.83,1.16,16.0,1.24,0.32,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,63.191201,-172.099528,36.109747,-3.3917935,99713,SWIRE2_J022425.75-032433.0,36.10733,-3.40918,0.0163,0.0197,13,40.11,0.66,37.56,0.69,0.97,CA0,0,42.92,0.93,36.65,0.95,0.96,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,63.432511,80.383988,36.109747,-3.3917935,100246,SWIRE2_J022430.51-032319.8,36.12715,-3.38885,0.0122,0.0111,13,136.18,1.38,173.05,1.61,0.18,CA2,1,112.16,1.83,132.11,2.25,0.17,CA0,0,61.09,5.04,51.18,5.02,0.23,CA0,0.0,,,,,,,,,,,,,,
4,63.691533,111.473781,36.109747,-3.3917935,99862,SWIRE2_J022430.29-032353.7,36.12624,-3.39827,0.0285,0.0269,13,11.94,0.57,9.21,0.49,0.68,CA0,0,13.44,0.9,11.35,0.97,0.44,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,65.157328,131.052095,36.109747,-3.3917935,99695,SWIRE2_J022429.62-032413.2,36.12342,-3.40368,0.019,0.0225,13,38.74,0.81,40.53,1.01,0.82,CA3,0,34.44,1.06,33.0,1.38,0.38,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,68.183778,84.110851,36.109747,-3.3917935,100182,SWIRE2_J022430.86-032323.4,36.12862,-3.38985,0.0186,0.0212,13,41.37,0.84,50.94,1.18,0.03,CA3,0,28.44,1.23,31.34,1.65,0.18,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,69.733774,91.972396,36.109747,-3.3917935,100064,SWIRE2_J022430.99-032332.8,36.12914,-3.39246,0.0138,0.0182,13,66.28,0.99,69.56,1.14,0.8,CA0,0,43.34,1.35,45.93,1.73,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,
4,71.613343,-15.773832,36.109747,-3.3917935,101333,SWIRE2_J022425.03-032221.5,36.10433,-3.37265,0.0172,0.0168,13,42.25,0.84,46.2,1.06,0.03,CA0,0,37.02,1.3,40.11,1.82,0.25,CA0,0,,,,,,,,109.83,6.36,76.95,6.28,0.17,CA0,0.0,,,,,,,
4,71.847185,165.212211,36.109747,-3.3917935,99504,SWIRE2_J022427.56-032439.9,36.11485,-3.41109,0.0113,0.0127,13,93.7,1.42,98.77,1.52,0.37,CA0,0,83.22,1.63,85.19,1.95,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,
